"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IDN","CPI","TOT","AGRWTH","M","2022-10",5.709732,
"IDN","CPI","TOT","AGRWTH","M","2022-11",5.418029,
"IDN","CPI","TOT","AGRWTH","M","2022-12",5.508081,
"IDN","CPI","TOT","AGRWTH","M","2023-01",5.282158,
"IDN","CPI","TOT","AGRWTH","M","2023-02",5.467474,
"IDN","CPI","TOT","AGRWTH","M","2023-03",4.965547,
"IDN","CPI","TOT","AGRWTH","M","2023-04",4.32939,
"IDN","CPI","TOT","AGRWTH","M","2023-05",4.004224,
"IDN","CPI","TOT","AGRWTH","M","2023-06",3.520988,
"IDN","CPI","TOT","AGRWTH","M","2023-07",3.078237,
"IDN","CPI","TOT","AGRWTH","M","2023-08",3.272805,
"IDN","CPI","TOT","AGRWTH","M","2023-09",2.278259,
"IDN","CPI","TOT","AGRWTH","M","2023-10",2.5645,
"ISR","CPI","TOT","AGRWTH","M","2021-10",2.328042,
"ISR","CPI","TOT","AGRWTH","M","2021-11",2.439024,
"ISR","CPI","TOT","AGRWTH","M","2021-12",2.866242,
"ISR","CPI","TOT","AGRWTH","M","2022-01",3.188098,
"ISR","CPI","TOT","AGRWTH","M","2022-02",3.495763,
"ISR","CPI","TOT","AGRWTH","M","2022-03",3.473684,
"ISR","CPI","TOT","AGRWTH","M","2022-04",3.882476,
"ISR","CPI","TOT","AGRWTH","M","2022-05",4.184101,
"ISR","CPI","TOT","AGRWTH","M","2022-06",4.493208,
"ISR","CPI","TOT","AGRWTH","M","2022-07",5.202914,
"ISR","CPI","TOT","AGRWTH","M","2022-08",4.564315,
"ISR","CPI","TOT","AGRWTH","M","2022-09",4.554865,
"ISR","CPI","TOT","AGRWTH","M","2022-10",5.067218,
"ISR","CPI","TOT","AGRWTH","M","2022-11",5.279503,
"ISR","CPI","TOT","AGRWTH","M","2022-12",5.263158,
"ISR","CPI","TOT","AGRWTH","M","2023-01",5.355304,
"ISR","CPI","TOT","AGRWTH","M","2023-02",5.220061,
"ISR","CPI","TOT","AGRWTH","M","2023-03",4.984741,
"ISR","CPI","TOT","AGRWTH","M","2023-04",5.050505,
"ISR","CPI","TOT","AGRWTH","M","2023-05",4.618474,
"ISR","CPI","TOT","AGRWTH","M","2023-06",4.2,
"ISR","CPI","TOT","AGRWTH","M","2023-07",3.363007,
"ISR","CPI","TOT","AGRWTH","M","2023-08",4.166667,
"ISR","CPI","TOT","AGRWTH","M","2023-09",3.861386,
"ISR","CPI","TOT","AGRWTH","M","2023-10",3.740157,
"RUS","CPI","TOT","AGRWTH","M","2021-10",8.135334,
"RUS","CPI","TOT","AGRWTH","M","2021-11",8.403767,
"RUS","CPI","TOT","AGRWTH","M","2021-12",8.393015,
"RUS","CPI","TOT","AGRWTH","M","2022-01",8.737564,
"RUS","CPI","TOT","AGRWTH","M","2022-02",9.158359,
"RUS","CPI","TOT","AGRWTH","M","2022-03",16.69844,
"SVN","CPI","TOT","AGRWTH","M","2021-10",3.047276,
"SVN","CPI","TOT","AGRWTH","M","2021-11",4.562847,
"SVN","CPI","TOT","AGRWTH","M","2021-12",4.884368,
"SVN","CPI","TOT","AGRWTH","M","2022-01",5.753662,
"SVN","CPI","TOT","AGRWTH","M","2022-02",6.899866,
"SVN","CPI","TOT","AGRWTH","M","2022-03",5.363471,
"SVN","CPI","TOT","AGRWTH","M","2022-04",6.947867,
"SVN","CPI","TOT","AGRWTH","M","2022-05",8.1142,
"SVN","CPI","TOT","AGRWTH","M","2022-06",10.42951,
"SVN","CPI","TOT","AGRWTH","M","2022-07",11.03775,
"SVN","CPI","TOT","AGRWTH","M","2022-08",10.96247,
"SVN","CPI","TOT","AGRWTH","M","2022-09",10.00186,
"SVN","CPI","TOT","AGRWTH","M","2022-10",9.847997,
"SVN","CPI","TOT","AGRWTH","M","2022-11",10.02653,
"SVN","CPI","TOT","AGRWTH","M","2022-12",10.25618,
"SVN","CPI","TOT","AGRWTH","M","2023-01",10.03372,
"SVN","CPI","TOT","AGRWTH","M","2023-02",9.277239,
"SVN","CPI","TOT","AGRWTH","M","2023-03",10.5445,
"SVN","CPI","TOT","AGRWTH","M","2023-04",9.403527,
"SVN","CPI","TOT","AGRWTH","M","2023-05",8.356498,
"SVN","CPI","TOT","AGRWTH","M","2023-06",6.924833,
"SVN","CPI","TOT","AGRWTH","M","2023-07",6.079893,
"SVN","CPI","TOT","AGRWTH","M","2023-08",6.16209,
"SVN","CPI","TOT","AGRWTH","M","2023-09",7.444651,
"SVN","CPI","TOT","AGRWTH","M","2023-10",6.860114,
"SVN","CPI","TOT","AGRWTH","M","2023-11",4.872371,
"ZAF","CPI","TOT","AGRWTH","M","2021-10",4.984093,
"ZAF","CPI","TOT","AGRWTH","M","2021-11",5.408271,
"ZAF","CPI","TOT","AGRWTH","M","2021-12",5.932203,
"ZAF","CPI","TOT","AGRWTH","M","2022-01",5.696203,
"ZAF","CPI","TOT","AGRWTH","M","2022-02",5.660378,
"ZAF","CPI","TOT","AGRWTH","M","2022-03",6.145833,
"ZAF","CPI","TOT","AGRWTH","M","2022-04",5.997932,
"ZAF","CPI","TOT","AGRWTH","M","2022-05",6.61157,
"ZAF","CPI","TOT","AGRWTH","M","2022-06",7.415036,
"ZAF","CPI","TOT","AGRWTH","M","2022-07",8.053007,
"ZAF","CPI","TOT","AGRWTH","M","2022-08",7.918782,
"ZAF","CPI","TOT","AGRWTH","M","2022-09",7.801418,
"ZAF","CPI","TOT","AGRWTH","M","2022-10",7.777778,
"ZAF","CPI","TOT","AGRWTH","M","2022-11",7.746479,
"ZAF","CPI","TOT","AGRWTH","M","2022-12",7.5,
"ZAF","CPI","TOT","AGRWTH","M","2023-01",7.185629,
"ZAF","CPI","TOT","AGRWTH","M","2023-02",7.34127,
"ZAF","CPI","TOT","AGRWTH","M","2023-03",7.262022,
"ZAF","CPI","TOT","AGRWTH","M","2023-04",7.121951,
"ZAF","CPI","TOT","AGRWTH","M","2023-05",6.589147,
"ZAF","CPI","TOT","AGRWTH","M","2023-06",5.656759,
"ZAF","CPI","TOT","AGRWTH","M","2023-07",4.811321,
"ZAF","CPI","TOT","AGRWTH","M","2023-08",4.797742,
"ZAF","CPI","TOT","AGRWTH","M","2023-09",5.451128,
"ZAF","CPI","TOT","AGRWTH","M","2023-10",6.091846,
"OECD","CPI","TOT","AGRWTH","M","2021-10",5.23477,
"OECD","CPI","TOT","AGRWTH","M","2021-11",5.841645,
"OECD","CPI","TOT","AGRWTH","M","2021-12",6.530785,
"OECD","CPI","TOT","AGRWTH","M","2022-01",7.162187,
"OECD","CPI","TOT","AGRWTH","M","2022-02",7.749101,
"OECD","CPI","TOT","AGRWTH","M","2022-03",8.738124,
"OECD","CPI","TOT","AGRWTH","M","2022-04",9.187613,
"OECD","CPI","TOT","AGRWTH","M","2022-05",9.689175,
"OECD","CPI","TOT","AGRWTH","M","2022-06",10.32655,
"OECD","CPI","TOT","AGRWTH","M","2022-07",10.29909,
"OECD","CPI","TOT","AGRWTH","M","2022-08",10.31103,
"OECD","CPI","TOT","AGRWTH","M","2022-09",10.56669,
"OECD","CPI","TOT","AGRWTH","M","2022-10",10.68788,
"OECD","CPI","TOT","AGRWTH","M","2022-11",10.29603,
"OECD","CPI","TOT","AGRWTH","M","2022-12",9.407298,
"OECD","CPI","TOT","AGRWTH","M","2023-01",9.166848,
"OECD","CPI","TOT","AGRWTH","M","2023-02",8.815586,
"OECD","CPI","TOT","AGRWTH","M","2023-03",7.732765,
"OECD","CPI","TOT","AGRWTH","M","2023-04",7.342982,
"OECD","CPI","TOT","AGRWTH","M","2023-05",6.482729,
"OECD","CPI","TOT","AGRWTH","M","2023-06",5.655442,
"OECD","CPI","TOT","AGRWTH","M","2023-07",5.859074,
"OECD","CPI","TOT","AGRWTH","M","2023-08",6.382345,
"OECD","CPI","TOT","AGRWTH","M","2023-09",6.231603,
"OECD","CPI","TOT","AGRWTH","M","2023-10",5.624016,
"OECDE","CPI","TOT","AGRWTH","M","2021-10",5.369724,
"OECDE","CPI","TOT","AGRWTH","M","2021-11",6.055999,
"OECDE","CPI","TOT","AGRWTH","M","2021-12",7.639584,
"OECDE","CPI","TOT","AGRWTH","M","2022-01",8.796448,
"OECDE","CPI","TOT","AGRWTH","M","2022-02",9.762759,
"OECDE","CPI","TOT","AGRWTH","M","2022-03",11.48434,
"OECDE","CPI","TOT","AGRWTH","M","2022-04",12.61623,
"OECDE","CPI","TOT","AGRWTH","M","2022-05",13.48732,
"OECDE","CPI","TOT","AGRWTH","M","2022-06",14.5451,
"OECDE","CPI","TOT","AGRWTH","M","2022-07",14.95318,
"OECDE","CPI","TOT","AGRWTH","M","2022-08",15.2148,
"OECDE","CPI","TOT","AGRWTH","M","2022-09",16.03458,
"OECDE","CPI","TOT","AGRWTH","M","2022-10",16.74023,
"OECDE","CPI","TOT","AGRWTH","M","2022-11",16.49316,
"OECDE","CPI","TOT","AGRWTH","M","2022-12",14.71726,
"OECDE","CPI","TOT","AGRWTH","M","2023-01",14.05759,
"OECDE","CPI","TOT","AGRWTH","M","2023-02",13.88245,
"OECDE","CPI","TOT","AGRWTH","M","2023-03",12.31971,
"OECDE","CPI","TOT","AGRWTH","M","2023-04",11.43045,
"OECDE","CPI","TOT","AGRWTH","M","2023-05",10.35318,
"OECDE","CPI","TOT","AGRWTH","M","2023-06",9.55821,
"OECDE","CPI","TOT","AGRWTH","M","2023-07",10.00859,
"OECDE","CPI","TOT","AGRWTH","M","2023-08",10.84816,
"OECDE","CPI","TOT","AGRWTH","M","2023-09",10.43578,
"OECDE","CPI","TOT","AGRWTH","M","2023-10",9.35637,
"G-7","CPI","TOT","AGRWTH","M","2021-10",4.810101,
"G-7","CPI","TOT","AGRWTH","M","2021-11",5.340688,
"G-7","CPI","TOT","AGRWTH","M","2021-12",5.530723,
"G-7","CPI","TOT","AGRWTH","M","2022-01",5.761806,
"G-7","CPI","TOT","AGRWTH","M","2022-02",6.212471,
"G-7","CPI","TOT","AGRWTH","M","2022-03",6.960012,
"G-7","CPI","TOT","AGRWTH","M","2022-04",7.06769,
"G-7","CPI","TOT","AGRWTH","M","2022-05",7.444061,
"G-7","CPI","TOT","AGRWTH","M","2022-06",7.842598,
"G-7","CPI","TOT","AGRWTH","M","2022-07",7.583457,
"G-7","CPI","TOT","AGRWTH","M","2022-08",7.473825,
"G-7","CPI","TOT","AGRWTH","M","2022-09",7.582751,
"G-7","CPI","TOT","AGRWTH","M","2022-10",7.668732,
"G-7","CPI","TOT","AGRWTH","M","2022-11",7.264456,
"G-7","CPI","TOT","AGRWTH","M","2022-12",6.782069,
"G-7","CPI","TOT","AGRWTH","M","2023-01",6.724281,
"G-7","CPI","TOT","AGRWTH","M","2023-02",6.360728,
"G-7","CPI","TOT","AGRWTH","M","2023-03",5.444933,
"G-7","CPI","TOT","AGRWTH","M","2023-04",5.396575,
"G-7","CPI","TOT","AGRWTH","M","2023-05",4.631701,
"G-7","CPI","TOT","AGRWTH","M","2023-06",3.856932,
"G-7","CPI","TOT","AGRWTH","M","2023-07",3.882455,
"G-7","CPI","TOT","AGRWTH","M","2023-08",4.181582,
"G-7","CPI","TOT","AGRWTH","M","2023-09",4.052363,
"G-7","CPI","TOT","AGRWTH","M","2023-10",3.353149,
"COL","CPI","TOT","AGRWTH","M","2021-10",4.583541,
"COL","CPI","TOT","AGRWTH","M","2021-11",5.258945,
"COL","CPI","TOT","AGRWTH","M","2021-12",5.62267,
"COL","CPI","TOT","AGRWTH","M","2022-01",6.944602,
"COL","CPI","TOT","AGRWTH","M","2022-02",8.005195,
"COL","CPI","TOT","AGRWTH","M","2022-03",8.527874,
"COL","CPI","TOT","AGRWTH","M","2022-04",9.2341,
"COL","CPI","TOT","AGRWTH","M","2022-05",9.066776,
"COL","CPI","TOT","AGRWTH","M","2022-06",9.673833,
"COL","CPI","TOT","AGRWTH","M","2022-07",10.20582,
"COL","CPI","TOT","AGRWTH","M","2022-08",10.83597,
"COL","CPI","TOT","AGRWTH","M","2022-09",11.43989,
"COL","CPI","TOT","AGRWTH","M","2022-10",12.22175,
"COL","CPI","TOT","AGRWTH","M","2022-11",12.53146,
"COL","CPI","TOT","AGRWTH","M","2022-12",13.12247,
"COL","CPI","TOT","AGRWTH","M","2023-01",13.25198,
"COL","CPI","TOT","AGRWTH","M","2023-02",13.27902,
"COL","CPI","TOT","AGRWTH","M","2023-03",13.34433,
"COL","CPI","TOT","AGRWTH","M","2023-04",12.82287,
"COL","CPI","TOT","AGRWTH","M","2023-05",12.36026,
"COL","CPI","TOT","AGRWTH","M","2023-06",12.12962,
"COL","CPI","TOT","AGRWTH","M","2023-07",11.78492,
"COL","CPI","TOT","AGRWTH","M","2023-08",11.42734,
"COL","CPI","TOT","AGRWTH","M","2023-09",10.99432,
"COL","CPI","TOT","AGRWTH","M","2023-10",10.47863,
"LVA","CPI","TOT","AGRWTH","M","2021-10",6.038424,
"LVA","CPI","TOT","AGRWTH","M","2021-11",7.468998,
"LVA","CPI","TOT","AGRWTH","M","2021-12",7.917407,
"LVA","CPI","TOT","AGRWTH","M","2022-01",7.447187,
"LVA","CPI","TOT","AGRWTH","M","2022-02",8.73264,
"LVA","CPI","TOT","AGRWTH","M","2022-03",11.47688,
"LVA","CPI","TOT","AGRWTH","M","2022-04",12.99162,
"LVA","CPI","TOT","AGRWTH","M","2022-05",16.85578,
"LVA","CPI","TOT","AGRWTH","M","2022-06",19.34144,
"LVA","CPI","TOT","AGRWTH","M","2022-07",21.51102,
"LVA","CPI","TOT","AGRWTH","M","2022-08",21.54802,
"LVA","CPI","TOT","AGRWTH","M","2022-09",22.17385,
"LVA","CPI","TOT","AGRWTH","M","2022-10",21.75682,
"LVA","CPI","TOT","AGRWTH","M","2022-11",21.83672,
"LVA","CPI","TOT","AGRWTH","M","2022-12",20.82939,
"LVA","CPI","TOT","AGRWTH","M","2023-01",21.50499,
"LVA","CPI","TOT","AGRWTH","M","2023-02",20.26292,
"LVA","CPI","TOT","AGRWTH","M","2023-03",17.2633,
"LVA","CPI","TOT","AGRWTH","M","2023-04",15.09066,
"LVA","CPI","TOT","AGRWTH","M","2023-05",12.09793,
"LVA","CPI","TOT","AGRWTH","M","2023-06",7.929472,
"LVA","CPI","TOT","AGRWTH","M","2023-07",6.399932,
"LVA","CPI","TOT","AGRWTH","M","2023-08",5.372788,
"LVA","CPI","TOT","AGRWTH","M","2023-09",3.321202,
"LVA","CPI","TOT","AGRWTH","M","2023-10",2.092605,
"LVA","CPI","TOT","AGRWTH","M","2023-11",0.9501684,
"SAU","CPI","TOT","AGRWTH","M","2021-10",0.8165226,
"SAU","CPI","TOT","AGRWTH","M","2021-11",1.125,
"SAU","CPI","TOT","AGRWTH","M","2021-12",1.243134,
"SAU","CPI","TOT","AGRWTH","M","2022-01",1.173077,
"SAU","CPI","TOT","AGRWTH","M","2022-02",1.617406,
"SAU","CPI","TOT","AGRWTH","M","2022-03",2.043965,
"SAU","CPI","TOT","AGRWTH","M","2022-04",2.300289,
"SAU","CPI","TOT","AGRWTH","M","2022-05",2.238447,
"SAU","CPI","TOT","AGRWTH","M","2022-06",2.311751,
"SAU","CPI","TOT","AGRWTH","M","2022-07",2.672158,
"SAU","CPI","TOT","AGRWTH","M","2022-08",2.995789,
"SAU","CPI","TOT","AGRWTH","M","2022-09",3.066195,
"SAU","CPI","TOT","AGRWTH","M","2022-10",3.010958,
"SAU","CPI","TOT","AGRWTH","M","2022-11",2.928592,
"SAU","CPI","TOT","AGRWTH","M","2022-12",3.302875,
"SAU","CPI","TOT","AGRWTH","M","2023-01",3.354876,
"SAU","CPI","TOT","AGRWTH","M","2023-02",2.955945,
"SAU","CPI","TOT","AGRWTH","M","2023-03",2.739985,
"SAU","CPI","TOT","AGRWTH","M","2023-04",2.70016,
"SAU","CPI","TOT","AGRWTH","M","2023-05",2.772035,
"SAU","CPI","TOT","AGRWTH","M","2023-06",2.737671,
"SAU","CPI","TOT","AGRWTH","M","2023-07",2.313433,
"SAU","CPI","TOT","AGRWTH","M","2023-08",1.951491,
"SAU","CPI","TOT","AGRWTH","M","2023-09",1.686747,
"SAU","CPI","TOT","AGRWTH","M","2023-10",1.618722,
"ARG","CPI","TOT","AGRWTH","M","2021-10",52.11165,
"ARG","CPI","TOT","AGRWTH","M","2021-11",51.18235,
"ARG","CPI","TOT","AGRWTH","M","2021-12",50.94164,
"ARG","CPI","TOT","AGRWTH","M","2022-01",50.69016,
"ARG","CPI","TOT","AGRWTH","M","2022-02",52.31926,
"ARG","CPI","TOT","AGRWTH","M","2022-03",55.10663,
"ARG","CPI","TOT","AGRWTH","M","2022-04",58.03801,
"ARG","CPI","TOT","AGRWTH","M","2022-05",60.67993,
"ARG","CPI","TOT","AGRWTH","M","2022-06",63.98258,
"ARG","CPI","TOT","AGRWTH","M","2022-07",71.00246,
"ARG","CPI","TOT","AGRWTH","M","2022-08",78.51527,
"ARG","CPI","TOT","AGRWTH","M","2022-09",83.02998,
"ARG","CPI","TOT","AGRWTH","M","2022-10",88.03568,
"ARG","CPI","TOT","AGRWTH","M","2022-11",92.41278,
"ARG","CPI","TOT","AGRWTH","M","2022-12",94.79318,
"ARG","CPI","TOT","AGRWTH","M","2023-01",98.82909,
"ARG","CPI","TOT","AGRWTH","M","2023-02",102.5008,
"ARG","CPI","TOT","AGRWTH","M","2023-03",104.2965,
"ARG","CPI","TOT","AGRWTH","M","2023-04",108.8341,
"ARG","CPI","TOT","AGRWTH","M","2023-05",114.2463,
"ARG","CPI","TOT","AGRWTH","M","2023-06",115.5803,
"ARG","CPI","TOT","AGRWTH","M","2023-07",113.45,
"ARG","CPI","TOT","AGRWTH","M","2023-08",124.3675,
"ARG","CPI","TOT","AGRWTH","M","2023-09",138.2824,
"ARG","CPI","TOT","AGRWTH","M","2023-10",142.6615,
"LTU","CPI","TOT","AGRWTH","M","2021-10",8.012731,
"LTU","CPI","TOT","AGRWTH","M","2021-11",9.18936,
"LTU","CPI","TOT","AGRWTH","M","2021-12",10.56032,
"LTU","CPI","TOT","AGRWTH","M","2022-01",12.41089,
"LTU","CPI","TOT","AGRWTH","M","2022-02",14.18541,
"LTU","CPI","TOT","AGRWTH","M","2022-03",15.72477,
"LTU","CPI","TOT","AGRWTH","M","2022-04",16.83821,
"LTU","CPI","TOT","AGRWTH","M","2022-05",18.89857,
"LTU","CPI","TOT","AGRWTH","M","2022-06",20.9847,
"LTU","CPI","TOT","AGRWTH","M","2022-07",21.61722,
"LTU","CPI","TOT","AGRWTH","M","2022-08",22.36287,
"LTU","CPI","TOT","AGRWTH","M","2022-09",24.11951,
"LTU","CPI","TOT","AGRWTH","M","2022-10",23.55538,
"LTU","CPI","TOT","AGRWTH","M","2022-11",22.89403,
"LTU","CPI","TOT","AGRWTH","M","2022-12",21.73751,
"LTU","CPI","TOT","AGRWTH","M","2023-01",20.01993,
"LTU","CPI","TOT","AGRWTH","M","2023-02",18.73836,
"LTU","CPI","TOT","AGRWTH","M","2023-03",16.61371,
"LTU","CPI","TOT","AGRWTH","M","2023-04",14.48544,
"LTU","CPI","TOT","AGRWTH","M","2023-05",11.68112,
"LTU","CPI","TOT","AGRWTH","M","2023-06",9.041448,
"LTU","CPI","TOT","AGRWTH","M","2023-07",7.446979,
"LTU","CPI","TOT","AGRWTH","M","2023-08",6.17034,
"LTU","CPI","TOT","AGRWTH","M","2023-09",3.713884,
"LTU","CPI","TOT","AGRWTH","M","2023-10",2.81322,
"CRI","CPI","TOT","AGRWTH","M","2021-10",2.504197,
"CRI","CPI","TOT","AGRWTH","M","2021-11",3.345598,
"CRI","CPI","TOT","AGRWTH","M","2021-12",3.299,
"CRI","CPI","TOT","AGRWTH","M","2022-01",3.496811,
"G-20","CPI","TOT","AGRWTH","M","2021-10",5.230425,
"G-20","CPI","TOT","AGRWTH","M","2021-11",5.857093,
"G-20","CPI","TOT","AGRWTH","M","2021-12",6.143224,
"G-20","CPI","TOT","AGRWTH","M","2022-01",6.484174,
"G-20","CPI","TOT","AGRWTH","M","2022-02",6.797764,
"G-20","CPI","TOT","AGRWTH","M","2022-03",7.897258,
"G-20","CPI","TOT","AGRWTH","M","2022-04",8.51021,
"G-20","CPI","TOT","AGRWTH","M","2022-05",8.848766,
"G-20","CPI","TOT","AGRWTH","M","2022-06",9.241706,
"G-20","CPI","TOT","AGRWTH","M","2022-07",9.208693,
"G-20","CPI","TOT","AGRWTH","M","2022-08",9.189961,
"G-20","CPI","TOT","AGRWTH","M","2022-09",9.508656,
"G-20","CPI","TOT","AGRWTH","M","2022-10",9.444175,
"G-20","CPI","TOT","AGRWTH","M","2022-11",8.999818,
"G-20","CPI","TOT","AGRWTH","M","2022-12",8.492246,
"G-20","CPI","TOT","AGRWTH","M","2023-01",8.432507,
"G-20","CPI","TOT","AGRWTH","M","2023-02",8.022408,
"G-20","CPI","TOT","AGRWTH","M","2023-03",6.92627,
"G-20","CPI","TOT","AGRWTH","M","2023-04",6.465403,
"G-20","CPI","TOT","AGRWTH","M","2023-05",5.919306,
"G-20","CPI","TOT","AGRWTH","M","2023-06",5.498328,
"G-20","CPI","TOT","AGRWTH","M","2023-07",5.814337,
"G-20","CPI","TOT","AGRWTH","M","2023-08",6.285203,
"G-20","CPI","TOT","AGRWTH","M","2023-09",6.084887,
"G-20","CPI","TOT","AGRWTH","M","2023-10",5.691761,
"EU27_2020","CPI","TOT","AGRWTH","M","2021-10",4.4,
"EU27_2020","CPI","TOT","AGRWTH","M","2021-11",5.2,
"EU27_2020","CPI","TOT","AGRWTH","M","2021-12",5.3,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-01",5.6,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-02",6.2,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-03",7.8,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-04",8.1,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-05",8.8,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-06",9.6,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-07",9.8,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-08",10.1,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-09",10.9,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-10",11.5,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-11",11.1,
"EU27_2020","CPI","TOT","AGRWTH","M","2022-12",10.4,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-01",10,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-02",9.9,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-03",8.3,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-04",8.1,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-05",7.1,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-06",6.4,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-07",6.1,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-08",5.9,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-09",4.9,
"EU27_2020","CPI","TOT","AGRWTH","M","2023-10",3.6,
"AUS","CPI","TOT","AGRWTH","M","2021-11",3.498293,
"AUS","CPI","TOT","AGRWTH","M","2022-02",5.089058,
"AUS","CPI","TOT","AGRWTH","M","2022-05",6.144781,
"AUS","CPI","TOT","AGRWTH","M","2022-08",7.26817,
"AUS","CPI","TOT","AGRWTH","M","2022-11",7.831822,
"AUS","CPI","TOT","AGRWTH","M","2023-02",7.021792,
"AUS","CPI","TOT","AGRWTH","M","2023-05",6.026963,
"AUS","CPI","TOT","AGRWTH","M","2023-08",5.373832,
